ISSN;Titulo;√?rea de Avalia√ß√£o;QUALIS
1646-7078;REVISTA DA ASSOCIA√?√?O PORTUGUESA DE AN√?LISE EXPERIMENTAL DE TENS√?ES;CI√?NCIA DA COMPUTA√?√?O;B5
2236-0158;REVISTA DE ENSINO DE ENGENHARIA;CI√?NCIA DA COMPUTA√?√?O;B5
0104-0588;REVISTA DE ESTUDOS DA LINGUAGEM;CI√?NCIA DA COMPUTA√?√?O;B5
1807-1775;REVISTA DE GEST√?O DA TECNOLOGIA E SISTEMAS DE INFORMA√?√?O (ONLINE);CI√?NCIA DA COMPUTA√?√?O;B5
1983-5604;REVISTA DE SISTEMAS DE INFORMA√?√?O DA FSMA;CI√?NCIA DA COMPUTA√?√?O;B5
2237-2903;REVISTA DE SISTEMAS E COMPUTA√?√?O - RSC;CI√?NCIA DA COMPUTA√?√?O;B5
2237-2903;REVISTA DE SISTEMAS E COMPUTA√?√?O - RSC;CI√?NCIA DA COMPUTA√?√?O;B5
2237-2903;REVISTA DE SISTEMAS E COMPUTA√?√?O - RSC;CI√?NCIA DA COMPUTA√?√?O;B5
2237-5112;REVISTA DE TECNOLOGIA DA INFORMA√?√?O E COMUNICA√?√?O;CI√?NCIA DA COMPUTA√?√?O;B5
1678-765X;REVISTA DIGITAL DE BIBLIOTECONOMIA E CI√?NCIA DA INFORMA√?√?O;CI√?NCIA DA COMPUTA√?√?O;B5
2176-171X;REVISTA EDAPECI: EDUCA√?√?O A DIST√?NCIA E PR√?TICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS;CI√?NCIA DA COMPUTA√?√?O;B5
1518-1944;REVISTA ELETR√?NICA DE ENFERMAGEM;CI√?NCIA DA COMPUTA√?√?O;B5
1677-3071;REVISTA ELETR√?NICA DE SISTEMAS DE INFORMA√?√?O (RESI);CI√?NCIA DA COMPUTA√?√?O;B5
1809-4430;REVISTA ENGENHARIA AGR√?COLA (ON-LINE);CI√?NCIA DA COMPUTA√?√?O;B5
0120-6230;REVISTA FACULTAD DE INGENIER√?A UNIVERSIDAD DE ANTIOQUIA;CI√?NCIA DA COMPUTA√?√?O;B5
1138-1663;REVISTA GALEGO-PORTUGUESA DE PSICOLOX√?A E EDUCACI√?N;CI√?NCIA DA COMPUTA√?√?O;B5
0102-6933;REVISTA GA√?CHA DE ENFERMAGEM (UFRGS);CI√?NCIA DA COMPUTA√?√?O;B5
2177-6652;REVISTA GEST√?O & TECNOLOGIA;CI√?NCIA DA COMPUTA√?√?O;B5
1138-2783;REVISTA IBEROAMERICANA DE EDUCACI√?N A DISTANCIA;CI√?NCIA DA COMPUTA√?√?O;B5
1982-5587;REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCA√?√?O;CI√?NCIA DA COMPUTA√?√?O;B5
0120-0976;REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA;CI√?NCIA DA COMPUTA√?√?O;B5
1695-288X;REVISTA LATINOAMERICANA DE TECNOLOG√?A EDUCATIVA;CI√?NCIA DA COMPUTA√?√?O;B5
2316-4522;REVISTA MILITAR DE CI√?NCIA E TECNOLOGIA;CI√?NCIA DA COMPUTA√?√?O;B5
1809-3264;REVISTA QUERUBIM;CI√?NCIA DA COMPUTA√?√?O;B5
1809-0044;REVISTA TECNOLOGIA E SOCIEDADE;CI√?NCIA DA COMPUTA√?√?O;B5
2316-9036;REVISTA USP;CI√?NCIA DA COMPUTA√?√?O;B5
2158-2440;SAGE OPEN;CI√?NCIA DA COMPUTA√?√?O;B5
2164-2826;SCIENTIFIC JOURNAL OF EDUCATION TECHNOLOGY;CI√?NCIA DA COMPUTA√?√?O;B5
1551-3688;SIGBED REVIEW;CI√?NCIA DA COMPUTA√?√?O;B5
1931-0145;SIGKDD EXPLORATIONS;CI√?NCIA DA COMPUTA√?√?O;B5
1983-5604;SISTEMAS DE INFORMA√?√?O (MACA√?);CI√?NCIA DA COMPUTA√?√?O;B5
1749-5024;SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE);CI√?NCIA DA COMPUTA√?√?O;B5
1869-5469;SOCIAL NETWORK ANALYSIS AND MINING;CI√?NCIA DA COMPUTA√?√?O;B5
1869-5450;SOCIAL NETWORK ANALYSIS AND MINING;CI√?NCIA DA COMPUTA√?√?O;B5
0163-5948;SOFTWARE ENGINEERING NOTES;CI√?NCIA DA COMPUTA√?√?O;B5
0081-3869;SPRINGER TRACTS IN MODERN PHYSICS;CI√?NCIA DA COMPUTA√?√?O;B5
0926-9630;STUDIES IN HEALTH TECHNOLOGY AND INFORMATICS;CI√?NCIA DA COMPUTA√?√?O;B5
0100-5405;SUMMA PHYTOPATHOLOGICA (IMPRESSO);CI√?NCIA DA COMPUTA√?√?O;B5
2305-6991;SYSTEMS. CONNECTING MATTER, LIFE, CULTURE AND TECHNOLOGY;CI√?NCIA DA COMPUTA√?√?O;B5
2238-8079;TEAR - REVISTA DE EDUCA√?√?O, CI√?NCIA E TECNOLOGIA;CI√?NCIA DA COMPUTA√?√?O;B5
1677-1966;TEMA. TEND√?NCIAS EM MATEM√?TICA APLICADA E COMPUTACIONAL;CI√?NCIA DA COMPUTA√?√?O;B5
2179-8451;TEND√?NCIAS EM MATEM√?TICA APLICADA E COMPUTACIONAL;CI√?NCIA DA COMPUTA√?√?O;B5
2055-3714;THE IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS;CI√?NCIA DA COMPUTA√?√?O;B5
0022-037X;THE JOURNAL OF DEVELOPING AREAS;CI√?NCIA DA COMPUTA√?√?O;B5
1537-744X;THE SCIENTIFIC WORLD JOURNAL;CI√?NCIA DA COMPUTA√?√?O;B5
1792-8788;THEMES IN SCIENCE AND TECHNOLOGY EDUCATION;CI√?NCIA DA COMPUTA√?√?O;B5
1864-3027;TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT (PRINT);CI√?NCIA DA COMPUTA√?√?O;B5
1869-6015;TRANSACTIONS ON PATTERN LANGUAGES OF PROGRAMMING;CI√?NCIA DA COMPUTA√?√?O;B5
0103-3786;TRANSINFORMA√?√?O;CI√?NCIA DA COMPUTA√?√?O;B5
1936-5233;TRANSLATIONAL ONCOLOGY (ONLINE);CI√?NCIA DA COMPUTA√?√?O;B5
2237-1346;TRANSPORTES (RIO DE JANEIRO);CI√?NCIA DA COMPUTA√?√?O;B5
2301-3850;UNMANNED SYSTEMS;CI√?NCIA DA COMPUTA√?√?O;B5
1570-1263;WEB INTELLIGENCE AND AGENT SYSTEMS;CI√?NCIA DA COMPUTA√?√?O;B5
1757-7012;WILEY INTERDISCIPLINARY REVIEWS: RNA;CI√?NCIA DA COMPUTA√?√?O;B5
0974-567X;WORLD DIGITAL LIBRARIES;CI√?NCIA DA COMPUTA√?√?O;B5
